name,start,end,approve,disprove,unsure
Barack Obama,04/15/2014 ,04/17/2014 ,43,50,7
Barack Obama,04/14/2014 ,04/16/2014 ,42,51,7
Barack Obama,04/13/2014 ,04/15/2014 ,42,52,6
Barack Obama,04/12/2014 ,04/14/2014 ,43,51,6
Barack Obama,04/11/2014 ,04/13/2014 ,44,50,6
Barack Obama,04/10/2014 ,04/12/2014 ,43,51,6
Barack Obama,04/09/2014 ,04/11/2014 ,43,51,6
Barack Obama,04/08/2014 ,04/10/2014 ,42,52,6
Barack Obama,04/07/2014 ,04/09/2014 ,42,52,6
Barack Obama,04/06/2014 ,04/08/2014 ,44,51,5
Barack Obama,04/05/2014 ,04/07/2014 ,44,51,5
Barack Obama,04/04/2014 ,04/06/2014 ,44,52,4
Barack Obama,04/03/2014 ,04/05/2014 ,42,53,5
Barack Obama,04/02/2014 ,04/04/2014 ,43,53,4
Barack Obama,04/01/2014 ,04/03/2014 ,45,50,5
Barack Obama,03/31/2014 ,04/02/2014 ,45,50,5
Barack Obama,03/30/2014 ,04/01/2014 ,44,50,6
Barack Obama,03/29/2014 ,03/31/2014 ,44,51,5
Barack Obama,03/28/2014 ,03/30/2014 ,45,50,5
Barack Obama,03/27/2014 ,03/29/2014 ,43,52,5
Barack Obama,03/26/2014 ,03/28/2014 ,43,52,5
Barack Obama,03/25/2014 ,03/27/2014 ,40,54,6
Barack Obama,03/24/2014 ,03/26/2014 ,42,53,5
Barack Obama,03/23/2014 ,03/25/2014 ,42,52,6
Barack Obama,03/22/2014 ,03/24/2014 ,45,50,5
Barack Obama,03/21/2014 ,03/23/2014 ,44,51,5
Barack Obama,03/20/2014 ,03/22/2014 ,43,53,4
Barack Obama,03/19/2014 ,03/21/2014 ,40,55,5
Barack Obama,03/18/2014 ,03/20/2014 ,43,52,5
Barack Obama,03/17/2014 ,03/19/2014 ,45,49,6
Barack Obama,03/16/2014 ,03/18/2014 ,45,49,6
Barack Obama,03/15/2014 ,03/17/2014 ,41,52,7
Barack Obama,03/14/2014 ,03/16/2014 ,40,55,5
Barack Obama,03/13/2014 ,03/15/2014 ,40,54,6
Barack Obama,03/12/2014 ,03/14/2014 ,39,55,6
Barack Obama,03/11/2014 ,03/13/2014 ,40,54,6
Barack Obama,03/10/2014 ,03/12/2014 ,41,54,5
Barack Obama,03/09/2014 ,03/11/2014 ,43,52,5
Barack Obama,03/08/2014 ,03/10/2014 ,45,51,4
Barack Obama,03/07/2014 ,03/09/2014 ,45,51,4
Barack Obama,03/05/2014 ,03/08/2014 ,45,51,4
Barack Obama,03/04/2014 ,03/06/2014 ,42,55,3
Barack Obama,03/03/2014 ,03/05/2014 ,41,55,4
Barack Obama,03/02/2014 ,03/04/2014 ,42,54,4
Barack Obama,03/01/2014 ,03/03/2014 ,43,52,5
Barack Obama,02/28/2014 ,03/02/2014 ,42,54,4
Barack Obama,02/27/2014 ,03/01/2014 ,40,56,4
Barack Obama,02/26/2014 ,02/28/2014 ,40,56,4
Barack Obama,02/25/2014 ,02/27/2014 ,42,54,6
Barack Obama,02/24/2014 ,02/26/2014 ,42,54,4
Barack Obama,02/23/2014 ,02/25/2014 ,43,54,3
Barack Obama,02/22/2014 ,02/24/2014 ,44,53,3
Barack Obama,02/21/2014 ,02/23/2014 ,44,52,4
Barack Obama,02/20/2014 ,02/22/2014 ,44,51,5
Barack Obama,02/19/2014 ,02/21/2014 ,44,51,5
Barack Obama,02/18/2014 ,02/20/2014 ,45,50,5
Barack Obama,02/17/2014 ,02/19/2014 ,46,50,4
Barack Obama,02/16/2014 ,02/18/2014 ,44,50,6
Barack Obama,02/15/2014 ,02/17/2014 ,42,52,6
Barack Obama,02/14/2014 ,02/16/2014 ,41,53,6
Barack Obama,02/13/2014 ,02/15/2014 ,41,53,6
Barack Obama,02/12/2014 ,02/14/2014 ,40,52,8
Barack Obama,02/11/2014 ,02/13/2014 ,40,52,8
Barack Obama,02/10/2014 ,02/12/2014 ,39,51,10
Barack Obama,02/09/2014 ,02/11/2014 ,40,51,9
Barack Obama,02/08/2014 ,02/10/2014 ,42,50,8
Barack Obama,02/07/2014 ,02/09/2014 ,42,51,7
Barack Obama,02/06/2014 ,02/08/2014 ,41,51,8
Barack Obama,02/05/2014 ,02/07/2014 ,39,52,9
Barack Obama,02/03/2014 ,02/06/2014 ,40,51,9
Barack Obama,02/01/2014 ,02/05/2014 ,41,50,9
Barack Obama,01/31/2014 ,02/03/2014 ,40,51,9
Barack Obama,01/30/2014 ,02/01/2014 ,41,51,8
Barack Obama,01/29/2014 ,01/31/2014 ,42,51,7
Barack Obama,01/28/2014 ,01/30/2014 ,43,50,7
Barack Obama,01/27/2014 ,01/29/2014 ,42,49,9
Barack Obama,01/26/2014 ,01/28/2014 ,41,50,9
Barack Obama,01/25/2014 ,01/27/2014 ,41,50,9
Barack Obama,01/24/2014 ,01/26/2014 ,41,52,7
Barack Obama,01/23/2014 ,01/25/2014 ,42,51,7
Barack Obama,01/22/2014 ,01/24/2014 ,43,50,7
Barack Obama,01/21/2014 ,01/23/2014 ,43,49,8
Barack Obama,01/20/2014 ,01/22/2014 ,42,49,9
Barack Obama,01/19/2014 ,01/21/2014 ,42,49,9
Barack Obama,01/18/2014 ,01/20/2014 ,41,50,9
Barack Obama,01/17/2014 ,01/19/2014 ,40,51,9
Barack Obama,01/16/2014 ,01/18/2014 ,40,52,8
Barack Obama,01/15/2014 ,01/17/2014 ,39,53,8
Barack Obama,01/14/2014 ,01/16/2014 ,39,53,8
Barack Obama,01/13/2014 ,01/15/2014 ,39,53,8
Barack Obama,01/12/2014 ,01/14/2014 ,40,52,8
Barack Obama,01/11/2014 ,01/13/2014 ,40,53,7
Barack Obama,01/10/2014 ,01/12/2014 ,42,51,7
Barack Obama,01/09/2014 ,01/11/2014 ,43,51,6
Barack Obama,01/08/2014 ,01/10/2014 ,42,50,8
Barack Obama,01/07/2014 ,01/09/2014 ,42,50,8
Barack Obama,01/06/2014 ,01/08/2014 ,41,51,8
Barack Obama,01/05/2014 ,01/07/2014 ,41,52,7
Barack Obama,01/04/2014 ,01/06/2014 ,41,53,6
Barack Obama,01/03/2014 ,01/05/2014 ,41,53,6
Barack Obama,01/02/2014 ,01/04/2014 ,40,53,7
Barack Obama,12/29/2013 ,01/03/2014 ,40,53,7
Barack Obama,12/28/2013 ,01/02/2014 ,42,50,8
Barack Obama,12/27/2013 ,12/29/2013 ,44,49,7
Barack Obama,12/26/2013 ,12/28/2013 ,44,49,7
Barack Obama,12/23/2013 ,12/27/2013 ,42,52,6
Barack Obama,12/22/2013 ,12/26/2013 ,40,53,7
Barack Obama,12/21/2013 ,12/23/2013 ,39,54,7
Barack Obama,12/20/2013 ,12/22/2013 ,40,53,7
Barack Obama,12/19/2013 ,12/21/2013 ,40,53,7
Barack Obama,12/18/2013 ,12/20/2013 ,40,52,8
Barack Obama,12/17/2013 ,12/19/2013 ,40,52,8
Barack Obama,12/16/2013 ,12/18/2013 ,41,51,8
Barack Obama,12/15/2013 ,12/17/2013 ,42,50,8
Barack Obama,12/14/2013 ,12/16/2013 ,41,50,9
Barack Obama,12/13/2013 ,12/15/2013 ,41,50,9
Barack Obama,12/12/2013 ,12/14/2013 ,41,51,8
Barack Obama,12/11/2013 ,12/13/2013 ,41,50,9
Barack Obama,12/10/2013 ,12/12/2013 ,42,49,9
Barack Obama,12/09/2013 ,12/11/2013 ,42,49,9
Barack Obama,12/08/2013 ,12/10/2013 ,41,49,10
Barack Obama,12/07/2013 ,12/09/2013 ,40,51,9
Barack Obama,12/06/2013 ,12/08/2013 ,41,50,9
Barack Obama,12/04/2013 ,12/06/2013 ,42,51,7
Barack Obama,12/03/2013 ,12/05/2013 ,43,50,7
Barack Obama,12/02/2013 ,12/04/2013 ,42,51,7
Barack Obama,12/01/2013 ,12/03/2013 ,41,51,8
Barack Obama,11/30/2013 ,12/02/2013 ,40,53,7
Barack Obama,11/29/2013 ,12/01/2013 ,41,52,7
Barack Obama,11/27/2013 ,11/30/2013 ,42,52,6
Barack Obama,11/26/2013 ,11/29/2013 ,42,51,7
Barack Obama,11/25/2013 ,11/27/2013 ,42,52,6
Barack Obama,11/24/2013 ,11/26/2013 ,44,51,5
Barack Obama,11/23/2013 ,11/25/2013 ,42,52,6
Barack Obama,11/22/2013 ,11/24/2013 ,41,52,7
Barack Obama,11/21/2013 ,11/23/2013 ,39,53,8
Barack Obama,11/19/2013 ,11/22/2013 ,40,53,7
Barack Obama,11/18/2013 ,11/21/2013 ,39,54,7
Barack Obama,11/17/2013 ,11/19/2013 ,40,53,7
Barack Obama,11/16/2013 ,11/18/2013 ,41,53,6
Barack Obama,11/15/2013 ,11/17/2013 ,41,53,6
Barack Obama,11/14/2013 ,11/16/2013 ,41,53,6
Barack Obama,11/13/2013 ,11/15/2013 ,40,53,7
Barack Obama,11/12/2013 ,11/14/2013 ,42,52,6
Barack Obama,11/11/2013 ,11/13/2013 ,42,52,6
Barack Obama,11/10/2013 ,11/12/2013 ,42,52,6
Barack Obama,11/09/2013 ,11/11/2013 ,40,54,6
Barack Obama,11/08/2013 ,11/10/2013 ,40,54,6
Barack Obama,11/07/2013 ,11/09/2013 ,41,53,6
Barack Obama,11/06/2013 ,11/08/2013 ,42,51,7
Barack Obama,11/05/2013 ,11/07/2013 ,43,50,7
Barack Obama,11/04/2013 ,11/06/2013 ,42,51,7
Barack Obama,11/03/2013 ,11/05/2013 ,40,53,7
Barack Obama,11/02/2013 ,11/04/2013 ,39,53,8
Barack Obama,11/01/2013 ,11/03/2013 ,40,53,7
Barack Obama,10/30/2013 ,11/02/2013 ,40,53,7
Barack Obama,10/29/2013 ,11/01/2013 ,41,51,8
Barack Obama,10/28/2013 ,10/30/2013 ,41,51,8
Barack Obama,10/27/2013 ,10/29/2013 ,42,50,8
Barack Obama,10/26/2013 ,10/28/2013 ,44,49,7
Barack Obama,10/25/2013 ,10/27/2013 ,44,49,7
Barack Obama,10/24/2013 ,10/26/2013 ,44,50,6
Barack Obama,10/23/2013 ,10/25/2013 ,42,51,7
Barack Obama,10/22/2013 ,10/24/2013 ,42,52,6
Barack Obama,10/21/2013 ,10/23/2013 ,43,50,7
Barack Obama,10/20/2013 ,10/22/2013 ,43,51,6
Barack Obama,10/19/2013 ,10/21/2013 ,44,50,6
Barack Obama,10/18/2013 ,10/20/2013 ,43,51,6
Barack Obama,10/17/2013 ,10/19/2013 ,44,50,6
Barack Obama,10/16/2013 ,10/18/2013 ,42,51,7
Barack Obama,10/15/2013 ,10/17/2013 ,43,50,7
Barack Obama,10/14/2013 ,10/16/2013 ,42,52,6
Barack Obama,10/13/2013 ,10/15/2013 ,43,51,6
Barack Obama,10/12/2013 ,10/14/2013 ,42,51,7
Barack Obama,10/11/2013 ,10/13/2013 ,41,53,6
Barack Obama,10/10/2013 ,10/12/2013 ,41,53,6
Barack Obama,10/09/2013 ,10/11/2013 ,42,52,6
Barack Obama,10/08/2013 ,10/10/2013 ,43,51,6
Barack Obama,10/08/2013 ,10/10/2013 ,43,51,6
Barack Obama,10/07/2013 ,10/09/2013 ,43,50,7
Barack Obama,10/06/2013 ,10/08/2013 ,44,51,5
Barack Obama,10/05/2013 ,10/07/2013 ,46,48,6
Barack Obama,10/04/2013 ,10/06/2013 ,45,49,6
Barack Obama,10/03/2013 ,10/05/2013 ,43,49,8
Barack Obama,10/02/2013 ,10/04/2013 ,41,52,7
Barack Obama,10/01/2013 ,10/03/2013 ,41,52,7
Barack Obama,09/30/2013 ,10/02/2013 ,44,50,6
Barack Obama,09/29/2013 ,10/01/2013 ,45,48,7
Barack Obama,09/28/2013 ,09/30/2013 ,45,48,7
Barack Obama,09/27/2013 ,09/29/2013 ,44,48,8
Barack Obama,09/26/2013 ,09/28/2013 ,43,50,7
Barack Obama,09/25/2013 ,09/27/2013 ,43,50,7
Barack Obama,09/24/2013 ,09/26/2013 ,44,49,7
Barack Obama,09/23/2013 ,09/25/2013 ,47,46,7
Barack Obama,09/22/2013 ,09/24/2013 ,46,47,7
Barack Obama,09/21/2013 ,09/23/2013 ,46,47,7
Barack Obama,09/20/2013 ,09/22/2013 ,45,47,8
Barack Obama,09/19/2013 ,09/21/2013 ,47,45,8
Barack Obama,09/18/2013 ,09/20/2013 ,45,45,10
Barack Obama,09/17/2013 ,09/19/2013 ,44,47,9
Barack Obama,09/16/2013 ,09/18/2013 ,45,47,8
Barack Obama,09/15/2013 ,09/17/2013 ,45,47,8
Barack Obama,09/14/2013 ,09/16/2013 ,45,46,9
Barack Obama,09/13/2013 ,09/15/2013 ,45,45,10
Barack Obama,09/12/2013 ,09/14/2013 ,44,46,10
Barack Obama,09/11/2013 ,09/13/2013 ,44,46,10
Barack Obama,09/10/2013 ,09/12/2013 ,45,47,8
Barack Obama,09/09/2013 ,09/11/2013 ,44,47,9
Barack Obama,09/08/2013 ,09/10/2013 ,45,47,8
Barack Obama,09/07/2013 ,09/09/2013 ,43,48,9
Barack Obama,09/06/2013 ,09/08/2013 ,43,48,9
Barack Obama,09/05/2013 ,09/07/2013 ,42,48,10
Barack Obama,09/04/2013 ,09/06/2013 ,43,48,9
Barack Obama,09/03/2013 ,09/05/2013 ,43,49,8
Barack Obama,09/02/2013 ,09/04/2013 ,45,48,7
Barack Obama,09/01/2013 ,09/03/2013 ,43,49,8
Barack Obama,08/31/2013 ,09/02/2013 ,44,47,9
Barack Obama,08/30/2013 ,09/01/2013 ,43,48,9
Barack Obama,08/29/2013 ,08/31/2013 ,45,48,7
Barack Obama,08/28/2013 ,08/30/2013 ,45,47,8
Barack Obama,08/27/2013 ,08/29/2013 ,46,47,7
Barack Obama,08/26/2013 ,08/28/2013 ,45,47,8
Barack Obama,08/25/2013 ,08/27/2013 ,44,48,8
Barack Obama,08/24/2013 ,08/26/2013 ,42,49,9
Barack Obama,08/23/2013 ,08/25/2013 ,45,47,8
Barack Obama,08/22/2013 ,08/24/2013 ,47,46,7
Barack Obama,08/21/2013 ,08/23/2013 ,49,43,8
Barack Obama,08/20/2013 ,08/22/2013 ,48,44,8
Barack Obama,08/19/2013 ,08/21/2013 ,47,46,7
Barack Obama,08/18/2013 ,08/20/2013 ,46,46,8
Barack Obama,08/17/2013 ,08/19/2013 ,47,45,8
Barack Obama,08/16/2013 ,08/18/2013 ,48,43,9
Barack Obama,08/15/2013 ,08/17/2013 ,46,45,9
Barack Obama,08/14/2013 ,08/16/2013 ,46,45,9
Barack Obama,08/13/2013 ,08/15/2013 ,45,47,8
Barack Obama,08/12/2013 ,08/14/2013 ,46,47,7
Barack Obama,08/11/2013 ,08/13/2013 ,46,47,7
Barack Obama,08/10/2013 ,08/12/2013 ,46,47,7
Barack Obama,08/09/2013 ,08/11/2013 ,44,49,7
Barack Obama,08/08/2013 ,08/10/2013 ,42,50,8
Barack Obama,08/07/2013 ,08/09/2013 ,41,50,9
Barack Obama,08/06/2013 ,08/08/2013 ,44,46,10
Barack Obama,08/05/2013 ,08/07/2013 ,45,46,9
Barack Obama,08/04/2013 ,08/06/2013 ,46,45,9
Barack Obama,08/03/2013 ,08/05/2013 ,44,47,9
Barack Obama,08/02/2013 ,08/04/2013 ,44,48,8
Barack Obama,08/01/2013 ,08/03/2013 ,44,48,8
Barack Obama,07/31/2013 ,08/02/2013 ,45,48,7
Barack Obama,07/30/2013 ,08/01/2013 ,44,49,7
Barack Obama,07/29/2013 ,07/31/2013 ,45,48,7
Barack Obama,07/28/2013 ,07/30/2013 ,46,47,7
Barack Obama,07/27/2013 ,07/29/2013 ,46,46,8
Barack Obama,07/26/2013 ,07/28/2013 ,45,47,8
Barack Obama,07/25/2013 ,07/27/2013 ,46,47,7
Barack Obama,07/24/2013 ,07/26/2013 ,46,47,7
Barack Obama,07/23/2013 ,07/25/2013 ,47,46,7
Barack Obama,07/22/2013 ,07/24/2013 ,45,47,8
Barack Obama,07/21/2013 ,07/23/2013 ,46,46,8
Barack Obama,07/20/2013 ,07/22/2013 ,46,45,9
Barack Obama,07/19/2013 ,07/21/2013 ,48,44,8
Barack Obama,07/18/2013 ,07/20/2013 ,48,44,8
Barack Obama,07/16/2013 ,07/19/2013 ,48,46,6
Barack Obama,07/15/2013 ,07/18/2013 ,47,47,6
Barack Obama,07/14/2013 ,07/16/2013 ,46,48,8
Barack Obama,07/13/2013 ,07/15/2013 ,45,48,7
Barack Obama,07/12/2013 ,07/14/2013 ,45,47,8
Barack Obama,07/11/2013 ,07/13/2013 ,46,46,8
Barack Obama,07/10/2013 ,07/12/2013 ,46,45,9
Barack Obama,07/09/2013 ,07/11/2013 ,46,47,7
Barack Obama,07/08/2013 ,07/10/2013 ,45,48,7
Barack Obama,07/07/2013 ,07/09/2013 ,47,47,6
Barack Obama,07/06/2013 ,07/08/2013 ,47,47,6
Barack Obama,07/05/2013 ,07/07/2013 ,46,48,6
Barack Obama,07/03/2013 ,07/06/2013 ,45,47,8
Barack Obama,07/02/2013 ,07/05/2013 ,46,45,9
Barack Obama,07/01/2013 ,07/03/2013 ,46,44,10
Barack Obama,06/30/2013 ,07/02/2013 ,46,46,8
Barack Obama,06/29/2013 ,07/01/2013 ,45,47,8
Barack Obama,06/28/2013 ,06/30/2013 ,45,48,7
Barack Obama,06/27/2013 ,06/29/2013 ,45,47,8
Barack Obama,06/26/2013 ,06/28/2013 ,48,45,7
Barack Obama,06/25/2013 ,06/27/2013 ,50,43,7
Barack Obama,06/24/2013 ,06/26/2013 ,50,43,7
Barack Obama,06/23/2013 ,06/25/2013 ,46,46,8
Barack Obama,06/22/2013 ,06/24/2013 ,45,47,8
Barack Obama,06/21/2013 ,06/23/2013 ,45,49,6
Barack Obama,06/20/2013 ,06/22/2013 ,46,46,8
Barack Obama,06/19/2013 ,06/21/2013 ,46,45,9
Barack Obama,06/18/2013 ,06/20/2013 ,47,45,8
Barack Obama,06/17/2013 ,06/19/2013 ,47,45,8
Barack Obama,06/16/2013 ,06/18/2013 ,47,44,9
Barack Obama,06/15/2013 ,06/17/2013 ,47,44,9
Barack Obama,06/14/2013 ,06/16/2013 ,47,44,9
Barack Obama,06/13/2013 ,06/15/2013 ,47,45,8
Barack Obama,06/12/2013 ,06/14/2013 ,48,44,8
Barack Obama,06/11/2013 ,06/13/2013 ,46,47,7
Barack Obama,06/10/2013 ,06/12/2013 ,46,47,7
Barack Obama,06/09/2013 ,06/11/2013 ,45,47,8
Barack Obama,06/08/2013 ,06/10/2013 ,47,44,9
Barack Obama,06/07/2013 ,06/09/2013 ,48,43,9
Barack Obama,06/06/2013 ,06/08/2013 ,48,44,8
Barack Obama,06/05/2013 ,06/07/2013 ,49,44,7
Barack Obama,06/04/2013 ,06/06/2013 ,47,46,7
Barack Obama,06/03/2013 ,06/05/2013 ,48,45,7
Barack Obama,06/02/2013 ,06/04/2013 ,47,45,8
Barack Obama,06/01/2013 ,06/03/2013 ,48,44,8
Barack Obama,05/31/2013 ,06/02/2013 ,47,44,9
Barack Obama,05/30/2013 ,06/01/2013 ,47,45,8
Barack Obama,05/29/2013 ,05/31/2013 ,48,44,8
Barack Obama,05/28/2013 ,05/30/2013 ,50,44,6
Barack Obama,05/27/2013 ,05/29/2013 ,49,44,7
Barack Obama,05/26/2013 ,05/28/2013 ,50,43,7
Barack Obama,05/25/2013 ,05/27/2013 ,48,45,7
Barack Obama,05/24/2013 ,05/26/2013 ,48,44,8
Barack Obama,05/23/2013 ,05/25/2013 ,47,45,8
Barack Obama,05/22/2013 ,05/24/2013 ,47,44,9
Barack Obama,05/21/2013 ,05/23/2013 ,49,43,8
Barack Obama,05/20/2013 ,05/22/2013 ,50,44,6
Barack Obama,05/19/2013 ,05/21/2013 ,50,44,6
Barack Obama,05/18/2013 ,05/20/2013 ,49,44,7
Barack Obama,05/17/2013 ,05/19/2013 ,49,44,7
Barack Obama,05/16/2013 ,05/18/2013 ,50,43,7
Barack Obama,05/15/2013 ,05/17/2013 ,51,42,7
Barack Obama,05/14/2013 ,05/16/2013 ,49,45,6
Barack Obama,05/13/2013 ,05/15/2013 ,48,46,6
Barack Obama,05/12/2013 ,05/14/2013 ,47,47,6
Barack Obama,05/11/2013 ,05/13/2013 ,49,45,6
Barack Obama,05/10/2013 ,05/12/2013 ,48,45,7
Barack Obama,05/09/2013 ,05/11/2013 ,49,44,7
Barack Obama,05/08/2013 ,05/10/2013 ,49,43,8
Barack Obama,05/07/2013 ,05/09/2013 ,50,43,7
Barack Obama,05/06/2013 ,05/08/2013 ,49,45,6
Barack Obama,05/05/2013 ,05/07/2013 ,51,45,4
Barack Obama,05/04/2013 ,05/06/2013 ,49,45,6
Barack Obama,05/03/2013 ,05/05/2013 ,50,45,5
Barack Obama,05/02/2013 ,05/04/2013 ,50,44,6
Barack Obama,05/01/2013 ,05/03/2013 ,51,43,6
Barack Obama,04/30/2013 ,05/02/2013 ,51,42,7
Barack Obama,04/29/2013 ,05/01/2013 ,50,43,7
Barack Obama,04/28/2013 ,04/30/2013 ,50,44,6
Barack Obama,04/27/2013 ,04/29/2013 ,49,44,7
Barack Obama,04/26/2013 ,04/28/2013 ,50,43,7
Barack Obama,04/25/2013 ,04/27/2013 ,50,42,8
Barack Obama,04/24/2013 ,04/26/2013 ,52,40,8
Barack Obama,04/23/2013 ,04/25/2013 ,50,43,7
Barack Obama,04/22/2013 ,04/24/2013 ,51,42,7
Barack Obama,04/21/2013 ,04/23/2013 ,48,45,7
Barack Obama,04/20/2013 ,04/22/2013 ,51,43,6
Barack Obama,04/19/2013 ,04/21/2013 ,50,43,7
Barack Obama,04/18/2013 ,04/20/2013 ,53,41,6
Barack Obama,04/17/2013 ,04/19/2013 ,51,42,7
Barack Obama,04/16/2013 ,04/18/2013 ,51,43,6
Barack Obama,04/15/2013 ,04/17/2013 ,49,43,8
Barack Obama,04/14/2013 ,04/16/2013 ,49,43,8
Barack Obama,04/13/2013 ,04/15/2013 ,50,43,7
Barack Obama,04/12/2013 ,04/14/2013 ,48,46,6
Barack Obama,04/11/2013 ,04/13/2013 ,48,46,6
Barack Obama,04/10/2013 ,04/12/2013 ,48,47,5
Barack Obama,04/09/2013 ,04/11/2013 ,50,45,5
Barack Obama,04/08/2013 ,04/10/2013 ,49,44,7
Barack Obama,04/07/2013 ,04/09/2013 ,49,43,8
Barack Obama,04/06/2013 ,04/08/2013 ,49,42,9
Barack Obama,04/05/2013 ,04/07/2013 ,48,44,8
Barack Obama,04/04/2013 ,04/06/2013 ,49,44,7
Barack Obama,04/03/2013 ,04/05/2013 ,48,46,6
Barack Obama,04/02/2013 ,04/04/2013 ,48,47,5
Barack Obama,04/01/2013 ,04/03/2013 ,47,48,5
Barack Obama,03/30/2013 ,04/02/2013 ,48,46,6
Barack Obama,03/29/2013 ,04/01/2013 ,47,47,6
Barack Obama,03/28/2013 ,03/30/2013 ,48,47,5
Barack Obama,03/27/2013 ,03/29/2013 ,46,47,7
Barack Obama,03/26/2013 ,03/28/2013 ,48,46,6
Barack Obama,03/25/2013 ,03/27/2013 ,49,43,8
Barack Obama,03/24/2013 ,03/26/2013 ,49,43,8
Barack Obama,03/23/2013 ,03/25/2013 ,48,45,7
Barack Obama,03/22/2013 ,03/24/2013 ,47,46,7
Barack Obama,03/21/2013 ,03/23/2013 ,48,45,7
Barack Obama,03/20/2013 ,03/22/2013 ,47,45,8
Barack Obama,03/19/2013 ,03/21/2013 ,47,46,7
Barack Obama,03/18/2013 ,03/20/2013 ,46,45,9
Barack Obama,03/17/2013 ,03/19/2013 ,48,44,8
Barack Obama,03/16/2013 ,03/18/2013 ,50,43,7
Barack Obama,03/15/2013 ,03/17/2013 ,49,45,6
Barack Obama,03/14/2013 ,03/16/2013 ,47,46,7
Barack Obama,03/13/2013 ,03/15/2013 ,47,46,7
Barack Obama,03/12/2013 ,03/14/2013 ,48,46,6
Barack Obama,03/11/2013 ,03/13/2013 ,48,46,6
Barack Obama,03/10/2013 ,03/12/2013 ,49,45,6
Barack Obama,03/09/2013 ,03/11/2013 ,49,44,7
Barack Obama,03/08/2013 ,03/10/2013 ,49,44,7
Barack Obama,03/07/2013 ,03/09/2013 ,50,43,7
Barack Obama,03/06/2013 ,03/08/2013 ,49,44,7
Barack Obama,03/05/2013 ,03/07/2013 ,49,44,7
Barack Obama,03/04/2013 ,03/06/2013 ,47,46,7
Barack Obama,03/03/2013 ,03/05/2013 ,48,44,8
Barack Obama,03/02/2013 ,03/04/2013 ,49,44,7
Barack Obama,03/01/2013 ,03/03/2013 ,46,46,8
Barack Obama,02/28/2013 ,03/02/2013 ,46,46,8
Barack Obama,02/27/2013 ,03/01/2013 ,47,45,8
Barack Obama,02/26/2013 ,02/28/2013 ,51,43,6
Barack Obama,02/25/2013 ,02/27/2013 ,51,43,6
Barack Obama,02/24/2013 ,02/26/2013 ,53,40,7
Barack Obama,02/23/2013 ,02/25/2013 ,51,42,7
Barack Obama,02/21/2013 ,02/24/2013 ,51,42,7
Barack Obama,02/20/2013 ,02/23/2013 ,50,44,6
Barack Obama,02/19/2013 ,02/22/2013 ,52,42,6
Barack Obama,02/18/2013 ,02/20/2013 ,50,42,8
Barack Obama,02/17/2013 ,02/19/2013 ,51,42,7
Barack Obama,02/16/2013 ,02/18/2013 ,51,43,6
Barack Obama,02/15/2013 ,02/17/2013 ,52,42,6
Barack Obama,02/14/2013 ,02/16/2013 ,50,44,6
Barack Obama,02/13/2013 ,02/15/2013 ,50,44,6
Barack Obama,02/12/2013 ,02/14/2013 ,50,44,6
Barack Obama,02/11/2013 ,02/13/2013 ,51,42,7
Barack Obama,02/10/2013 ,02/12/2013 ,52,42,6
Barack Obama,02/09/2013 ,02/11/2013 ,52,42,6
Barack Obama,02/08/2013 ,02/10/2013 ,52,43,5
Barack Obama,02/07/2013 ,02/09/2013 ,52,43,5
Barack Obama,02/06/2013 ,02/08/2013 ,52,43,5
Barack Obama,02/05/2013 ,02/07/2013 ,52,43,5
Barack Obama,02/04/2013 ,02/06/2013 ,52,41,7
Barack Obama,02/02/2013 ,02/05/2013 ,52,41,7
Barack Obama,02/01/2013 ,02/04/2013 ,52,42,6
Barack Obama,01/31/2013 ,02/02/2013 ,52,43,5
Barack Obama,01/30/2013 ,02/01/2013 ,54,42,4
Barack Obama,01/29/2013 ,01/31/2013 ,53,42,5
Barack Obama,01/28/2013 ,01/30/2013 ,53,41,6
Barack Obama,01/27/2013 ,01/29/2013 ,51,43,6
Barack Obama,01/26/2013 ,01/28/2013 ,52,43,5
Barack Obama,01/25/2013 ,01/27/2013 ,52,43,5
Barack Obama,01/24/2013 ,01/26/2013 ,52,41,7
Barack Obama,01/23/2013 ,01/25/2013 ,51,42,7
Barack Obama,01/22/2013 ,01/24/2013 ,52,42,6
Barack Obama,01/21/2013 ,01/23/2013 ,52,43,5
Barack Obama,01/20/2013 ,01/22/2013 ,53,42,5
Barack Obama,01/19/2013 ,01/21/2013 ,51,43,6
Barack Obama,01/18/2013 ,01/20/2013 ,50,43,7
Barack Obama,01/17/2013 ,01/19/2013 ,51,43,6
Barack Obama,01/16/2013 ,01/18/2013 ,48,45,7
Barack Obama,01/15/2013 ,01/17/2013 ,49,44,7
Barack Obama,01/14/2013 ,01/16/2013 ,50,43,7
Barack Obama,01/13/2013 ,01/15/2013 ,53,41,6
Barack Obama,01/12/2013 ,01/14/2013 ,52,40,8
Barack Obama,01/11/2013 ,01/13/2013 ,52,41,7
Barack Obama,01/10/2013 ,01/12/2013 ,51,42,7
Barack Obama,01/09/2013 ,01/11/2013 ,53,42,5
Barack Obama,01/08/2013 ,01/10/2013 ,54,41,5
Barack Obama,01/07/2013 ,01/09/2013 ,56,40,4
Barack Obama,01/06/2013 ,01/08/2013 ,56,39,5
Barack Obama,01/05/2013 ,01/07/2013 ,54,39,7
Barack Obama,01/04/2013 ,01/06/2013 ,54,39,7
